name,is-currently-bowling,matched,Percentage match,matched-with,closest-matches
washington-sundar,1,algo,1.0,washington-sundar,
stokes,1,algo,1.0,ben-stokes,
washington,0,algo,1.0,washington-sundar,
christian,1,algo,1.0,dan-christian,
unadkat,0,algo,1.0,jaydev-unadkat,
unadkat,1,algo,1.0,jaydev-unadkat,
unadkat,0,algo,1.0,jaydev-unadkat,
stokes,1,algo,1.0,ben-stokes,
imran-tahir,1,algo,1.0,imran-tahir,
smith,0,algo,1.0,steven-smith,
unadkat,1,algo,1.0,jaydev-unadkat,
stokes,0,algo,1.0,ben-stokes,
unadkat,0,algo,1.0,jaydev-unadkat,
stokes,0,algo,1.0,ben-stokes,
binny,1,algo,1.0,stuart-binny,
chahal,0,algo,1.0,yuzvendra-chahal,
mills,1,algo,1.0,tymal-mills,
jadhav,0,algo,1.0,kedar-jadhav,
badree,1,algo,1.0,samuel-badree,
chahal,1,algo,1.0,yuzvendra-chahal,
badree,0,algo,1.0,samuel-badree,
chahal,1,algo,1.0,yuzvendra-chahal,
negi,1,algo,1.0,pawan-negi,
mills,0,algo,1.0,tymal-mills,
chahal,1,algo,1.0,yuzvendra-chahal,
kohli,0,algo,1.0,virat-kohli,
mills,1,algo,1.0,tymal-mills,
mandeep,0,algo,1.0,mandeep-singh,
negi,1,algo,1.0,pawan-negi,
de,0,algo,1.0,ab-de-villiers,
aravind,1,algo,1.0,sreenath-aravind,
woakes,1,algo,1.0,chris-woakes,
coulter,0,algo,1.0,nathan-coulter-nile,
coulter-nile,1,algo,1.0,nathan-coulter-nile,
pandey,0,algo,1.0,manish-pandey,
ut-yadav,1,algo,0.6428571428571428,umesh-yadav,
pandey,0,algo,1.0,manish-pandey,
coulter-nile,1,algo,1.0,nathan-coulter-nile,
uthappa,0,algo,1.0,robin-uthappa,
coulter-nile,1,algo,1.0,nathan-coulter-nile,
woakes,0,algo,1.0,chris-woakes,
woakes,1,algo,1.0,chris-woakes,
uthappa,0,algo,1.0,robin-uthappa,
de-grandhomme,1,algo,1.0,colin-de-grandhomme,
woakes,1,algo,1.0,chris-woakes,
de-grandhomme,1,algo,1.0,colin-de-grandhomme,
kuldeep,0,algo,1.0,kuldeep-yadav,
de-grandhomme,1,algo,1.0,colin-de-grandhomme,
pandey,0,algo,1.0,manish-pandey,
singh,1,algo,1.0,nathu-singh,
karthik,0,algo,1.0,dinesh-karthik,
agarwal,1,algo,1.0,shubham-agarwal,
agarwal,0,algo,1.0,shubham-agarwal,
tye,1,algo,1.0,andrew-tye,
raina,0,algo,1.0,suresh-raina,
jadeja,1,algo,1.0,ravindra-jadeja,
tye,1,algo,1.0,andrew-tye,
mccullum,0,algo,1.0,brendon-mccullum,
smith,1,algo,1.0,dwayne-smith,
finch,0,algo,1.0,aaron-finch,
basil-thampi,0,algo,1.0,basil-thampi,
sandeep-sharma,1,algo,1.0,sandeep-sharma,
sharma,1,no,1.0,,"mohit-sharma, sandeep-sharma"
stoinis,0,algo,1.0,marcus-stoinis,
patel,1,algo,1.0,axar-patel,
maxwell,0,algo,1.0,glenn-maxwell,
cariappa,1,algo,1.0,kc-cariappa,
cariappa,0,algo,1.0,kc-cariappa,
patel,1,algo,1.0,axar-patel,
stoinis,0,algo,1.0,marcus-stoinis,
cariappa,1,algo,1.0,kc-cariappa,
sandeep-sharma,1,algo,1.0,sandeep-sharma,
rabada,1,algo,1.0,kagiso-rabada,
samson,0,algo,1.0,sanju-samson,
cummins,1,algo,1.0,pat-cummins,
anderson,0,algo,1.0,corey-anderson,
mishra,1,algo,1.0,amit-mishra,
cummins,0,algo,1.0,pat-cummins,
cummins,1,algo,1.0,pat-cummins,
samson,0,algo,1.0,sanju-samson,
mishra,1,algo,1.0,amit-mishra,
pant,0,algo,1.0,rishabh-pant,
nair,0,algo,1.0,karun-nair,
pant,0,algo,1.0,rishabh-pant,
rabada,0,algo,1.0,kagiso-rabada,
mcclenaghan,1,algo,1.0,mitchell-mcclenaghan,
sharma,0,algo,1.0,rohit-sharma,
hh-pandya,0,algo,0.625,hardik-pandya,
hh-pandya,1,algo,0.625,hardik-pandya,
mcclenaghan,1,algo,1.0,mitchell-mcclenaghan,
patel,0,algo,1.0,parthiv-patel,
mcclenaghan,1,algo,1.0,mitchell-mcclenaghan,
bumrah,1,algo,1.0,jasprit-bumrah,
harbhajan,0,algo,1.0,harbhajan-singh,
bumrah,1,algo,1.0,jasprit-bumrah,
unadkat,1,algo,1.0,jaydev-unadkat,
imran-tahir,1,algo,1.0,imran-tahir,
tripathi,0,algo,1.0,rahul-tripathi,
christian,1,algo,1.0,dan-christian,
bipul-sharma,1,algo,1.0,bipul-sharma,
kaul,0,algo,1.0,siddarth-kaul,
rashid-khan,0,algo,1.0,rashid-khan,
rashid-khan,1,algo,1.0,rashid-khan,
kumar,1,algo,1.0,bhuvneshwar-kumar,
v-shankar,0,no,0.35714285714285715,,shikhar-dhawan
raina,1,algo,1.0,suresh-raina,
faulkner,0,algo,1.0,james-faulkner,
faulkner,1,algo,1.0,james-faulkner,
raina,0,algo,1.0,suresh-raina,
kumar,1,algo,1.0,praveen-kumar,
mccullum,0,algo,1.0,brendon-mccullum,
basil-thampi,1,algo,1.0,basil-thampi,
mccullum,0,algo,1.0,brendon-mccullum,
karthik,0,algo,1.0,dinesh-karthik,
coulter-nile,1,algo,1.0,nathan-coulter-nile,
pandey,0,algo,1.0,manish-pandey,
woakes,1,algo,1.0,chris-woakes,
pandey,0,algo,1.0,manish-pandey,
kuldeep-yadav,1,algo,1.0,kuldeep-yadav,
pandey,0,algo,1.0,manish-pandey,
coulter-nile,1,algo,1.0,nathan-coulter-nile,
gambhir,0,algo,1.0,gautam-gambhir,
kuldeep-yadav,1,algo,1.0,kuldeep-yadav,
ut,0,algo,0.5,gautam-gambhir,
ut-yadav,1,algo,0.6428571428571428,umesh-yadav,
mcclenaghan,1,algo,1.0,mitchell-mcclenaghan,
pollard,0,algo,1.0,kieron-pollard,
kh-pandya,1,list,1,,
bumrah,1,algo,1.0,jasprit-bumrah,
mcclenaghan,1,algo,1.0,mitchell-mcclenaghan,
pollard,0,algo,1.0,kieron-pollard,
stoinis,1,algo,1.0,marcus-stoinis,
maxwell,0,algo,1.0,glenn-maxwell,
mm-sharma,1,algo,0.6428571428571428,mohit-sharma,
maxwell,0,algo,1.0,glenn-maxwell,
morris,1,algo,1.0,chris-morris,
mishra,0,algo,1.0,amit-mishra,
morris,1,algo,1.0,chris-morris,
mathews,0,algo,1.0,angelo-mathews,
morris,1,algo,1.0,chris-morris,
iyer,0,algo,1.0,shreyas-iyer,
morris,1,algo,1.0,chris-morris,
mohammed-siraj,1,algo,1.0,mohammed-siraj,
henriques,0,algo,1.0,moises-henriques,
mohammed-siraj,1,algo,1.0,mohammed-siraj,
hooda,0,algo,1.0,deepak-hooda,
yuvraj-singh,1,algo,1.0,yuvraj-singh,
warner,0,algo,1.0,david-warner,
kaul,1,algo,1.0,siddarth-kaul,
cj-jordan,0,no,0.3666666666666667,,naman-ojha
basil-thampi,1,algo,1.0,basil-thampi,
kulkarni,1,algo,1.0,dhawal-kulkarni,
smith,0,algo,1.0,dwayne-smith,
chahal,1,algo,1.0,yuzvendra-chahal,
mandeep,0,algo,1.0,mandeep-singh,
chahal,1,algo,1.0,yuzvendra-chahal,
milne,0,algo,1.0,adam-milne,
chahal,1,algo,1.0,yuzvendra-chahal,
watson,0,algo,1.0,shane-watson,
negi,1,algo,1.0,pawan-negi,
aravind,1,algo,1.0,sreenath-aravind,
kohli,0,algo,1.0,virat-kohli,
negi,0,algo,1.0,pawan-negi,
jadhav,0,algo,1.0,kedar-jadhav,
milne,1,algo,1.0,adam-milne,
chahal,0,algo,1.0,yuzvendra-chahal,
mm-sharma,1,algo,0.6428571428571428,mohit-sharma,
saha,0,algo,1.0,wriddhiman-saha,
patel,1,algo,1.0,axar-patel,
patel,1,algo,1.0,axar-patel,
saha,0,algo,1.0,wriddhiman-saha,
cariappa,1,algo,1.0,kc-cariappa,
mm-sharma,1,algo,0.6428571428571428,mohit-sharma,
sandeep,0,algo,1.0,sandeep-sharma,
sandeep-sharma,1,algo,1.0,sandeep-sharma,
miller,0,algo,1.0,david-miller,
kumar,1,algo,1.0,bhuvneshwar-kumar,
kumar,1,algo,1.0,bhuvneshwar-kumar,
kumar,1,algo,1.0,bhuvneshwar-kumar,
warner,0,algo,1.0,david-warner,
mohammad-nabi,1,algo,1.0,mohammad-nabi,
rashid-khan,1,algo,1.0,rashid-khan,
rashid-khan,1,algo,1.0,rashid-khan,
henriques,1,algo,1.0,moises-henriques,
dhawan,0,algo,1.0,shikhar-dhawan,
kumar,1,algo,1.0,bhuvneshwar-kumar,
dhawan,0,algo,1.0,shikhar-dhawan,
kumar,1,algo,1.0,bhuvneshwar-kumar,
kaul,1,algo,1.0,siddarth-kaul,
ut-yadav,1,algo,0.6428571428571428,umesh-yadav,
uthappa,0,algo,1.0,robin-uthappa,
coulter-nile,1,algo,1.0,nathan-coulter-nile,
uthappa,0,algo,1.0,robin-uthappa,
coulter-nile,1,algo,1.0,nathan-coulter-nile,
de-grandhomme,0,algo,1.0,colin-de-grandhomme,
uthappa,0,algo,1.0,robin-uthappa,
coulter-nile,1,algo,1.0,nathan-coulter-nile,
gambhir,0,algo,1.0,gautam-gambhir,
narine,1,algo,1.0,sunil-narine,
woakes,1,algo,1.0,chris-woakes,
ut,0,algo,0.5,gautam-gambhir,
khan,1,algo,1.0,zaheer-khan,
mathews,0,algo,1.0,angelo-mathews,
khan,1,algo,1.0,zaheer-khan,
billings,0,algo,1.0,sam-billings,
cummins,1,algo,1.0,pat-cummins,
pant,0,algo,1.0,rishabh-pant,
morris,1,algo,1.0,chris-morris,
morris,0,algo,1.0,chris-morris,
cummins,1,algo,1.0,pat-cummins,
khan,0,algo,1.0,zaheer-khan,
mishra,1,algo,1.0,amit-mishra,
badree,1,algo,1.0,samuel-badree,
negi,1,algo,1.0,pawan-negi,
kohli,0,algo,1.0,virat-kohli,
aravind,1,algo,1.0,sreenath-aravind,
watson,1,algo,1.0,shane-watson,
milne,1,algo,1.0,adam-milne,
aravind,1,algo,1.0,sreenath-aravind,
mandeep,0,algo,1.0,mandeep-singh,
kohli,0,algo,1.0,virat-kohli,
jadhav,0,algo,1.0,kedar-jadhav,
milne,1,algo,1.0,adam-milne,
de,0,algo,1.0,ab-de-villiers,
stokes,1,algo,1.0,ben-stokes,
rahane,0,algo,1.0,ajinkya-rahane,
thakur,1,algo,1.0,shardul-thakur,
dhoni,0,algo,1.0,ms-dhoni,
imran-tahir,1,algo,1.0,imran-tahir,
unadkat,1,algo,1.0,jaydev-unadkat,
stokes,1,algo,1.0,ben-stokes,
thakur,1,algo,1.0,shardul-thakur,
thakur,1,algo,1.0,shardul-thakur,
tripathi,0,algo,1.0,rahul-tripathi,
stokes,1,algo,1.0,ben-stokes,
unadkat,1,algo,1.0,jaydev-unadkat,
mcclenaghan,1,algo,1.0,mitchell-mcclenaghan,
rana,0,algo,1.0,nitish-rana,
malinga,1,algo,1.0,lasith-malinga,
harbhajan-singh,1,algo,1.0,harbhajan-singh,
sharma,0,algo,1.0,rohit-sharma,
mcclenaghan,1,algo,1.0,mitchell-mcclenaghan,
kh,0,list,1,krunal-pandya,
kumar,1,algo,1.0,praveen-kumar,
roy,0,algo,1.0,jason-roy,
patel,1,algo,1.0,munaf-patel,
mccullum,0,algo,1.0,brendon-mccullum,
tye,1,algo,1.0,andrew-tye,
karthik,0,algo,1.0,dinesh-karthik,
tye,1,algo,1.0,andrew-tye,
jadeja,0,algo,1.0,ravindra-jadeja,
cariappa,1,algo,1.0,kc-cariappa,
morgan,0,algo,1.0,eoin-morgan,
patel,1,algo,1.0,axar-patel,
miller,0,algo,1.0,david-miller,
aaron,1,algo,1.0,varun-aaron,
saha,0,algo,1.0,wriddhiman-saha,
sharma,1,no,1.0,,"mohit-sharma, sandeep-sharma"
morgan,0,algo,1.0,eoin-morgan,
aaron,1,algo,1.0,varun-aaron,
morgan,0,algo,1.0,eoin-morgan,
sandeep-sharma,1,algo,1.0,sandeep-sharma,
sharma,0,no,1.0,,"mohit-sharma, sandeep-sharma"
nadeem,1,algo,1.0,shahbaz-nadeem,
morris,1,algo,1.0,chris-morris,
billings,0,algo,1.0,sam-billings,
nadeem,1,algo,1.0,shahbaz-nadeem,
khan,0,algo,1.0,zaheer-khan,
cummins,1,algo,1.0,pat-cummins,
nair,0,algo,1.0,karun-nair,
anderson,1,algo,1.0,corey-anderson,
mishra,1,algo,1.0,amit-mishra,
billings,0,algo,1.0,sam-billings,
morris,1,algo,1.0,chris-morris,
cummins,1,algo,1.0,pat-cummins,
morris,1,algo,1.0,chris-morris,
kumar,1,algo,1.0,bhuvneshwar-kumar,
rashid-khan,1,algo,1.0,rashid-khan,
cutting,1,algo,1.0,ben-cutting,
rashid,0,algo,1.0,rashid-khan,
kumar,1,algo,1.0,bhuvneshwar-kumar,
warner,0,algo,1.0,david-warner,
nehra,1,algo,1.0,ashish-nehra,
ojha,0,algo,1.0,naman-ojha,
kumar,1,algo,1.0,bhuvneshwar-kumar,
kuldeep-yadav,1,algo,1.0,kuldeep-yadav,
woakes,0,algo,1.0,chris-woakes,
pathan,1,algo,1.0,yusuf-pathan,
de,0,algo,1.0,colin-de-grandhomme,
woakes,1,algo,1.0,chris-woakes,
woakes,0,algo,1.0,chris-woakes,
woakes,1,algo,1.0,chris-woakes,
r-dhawan,0,no,0.39743589743589747,,robin-uthappa
narine,1,algo,1.0,sunil-narine,
boult,1,algo,1.0,trent-boult,
de,0,algo,1.0,colin-de-grandhomme,
kumar,1,algo,1.0,praveen-kumar,
raina,0,algo,1.0,suresh-raina,
tye,1,algo,1.0,andrew-tye,
finch,0,algo,1.0,aaron-finch,
smith,1,algo,1.0,dwayne-smith,
finch,0,algo,1.0,aaron-finch,
tye,1,algo,1.0,andrew-tye,
tye,1,algo,1.0,andrew-tye,
ishan,0,algo,1.0,ishan-kishan,
jadeja,1,algo,1.0,ravindra-jadeja,
tye,1,algo,1.0,andrew-tye,
mccullum,0,algo,1.0,brendon-mccullum,
tye,1,algo,1.0,andrew-tye,
thakur,1,algo,1.0,shardul-thakur,
chahar,0,algo,1.0,rahul-chahar,
chahar,1,algo,1.0,rahul-chahar,
imran-tahir,1,algo,1.0,imran-tahir,
hh-pandya,1,algo,0.625,hardik-pandya,
patel,0,algo,1.0,parthiv-patel,
mcclenaghan,1,algo,1.0,mitchell-mcclenaghan,
buttler,0,algo,1.0,jos-buttler,
kh-pandya,1,list,1,,
sharma,0,algo,1.0,rohit-sharma,
bumrah,0,algo,1.0,jasprit-bumrah,
mcclenaghan,1,algo,1.0,mitchell-mcclenaghan,
badree,1,algo,1.0,samuel-badree,
gayle,0,algo,1.0,chris-gayle,
binny,1,algo,1.0,stuart-binny,
gayle,0,algo,1.0,chris-gayle,
badree,1,algo,1.0,samuel-badree,
badree,1,algo,1.0,samuel-badree,
mandeep,0,algo,1.0,mandeep-singh,
badree,1,algo,1.0,samuel-badree,
aravind,0,algo,1.0,sreenath-aravind,
chahal,1,algo,1.0,yuzvendra-chahal,
de,0,algo,1.0,ab-de-villiers,
de-grandhomme,1,algo,1.0,colin-de-grandhomme,
gambhir,0,algo,1.0,gautam-gambhir,
chawla,1,algo,1.0,piyush-chawla,
narine,1,algo,1.0,sunil-narine,
ut-yadav,1,algo,0.6428571428571428,umesh-yadav,
uthappa,0,algo,1.0,robin-uthappa,
ut-yadav,1,algo,0.6428571428571428,umesh-yadav,
pandey,0,algo,1.0,manish-pandey,
ut-yadav,1,algo,0.6428571428571428,umesh-yadav,
woakes,0,algo,1.0,chris-woakes,
ut-yadav,1,algo,0.6428571428571428,umesh-yadav,
narine,0,algo,1.0,sunil-narine,
woakes,1,algo,1.0,chris-woakes,
sa,0,no,0.3333333333333333,,suryakumar-yadav
woakes,1,algo,1.0,chris-woakes,
gambhir,0,algo,1.0,gautam-gambhir,
aaron,1,algo,1.0,varun-aaron,
patel,0,algo,1.0,axar-patel,
patel,1,algo,1.0,axar-patel,
mcclenaghan,1,algo,1.0,mitchell-mcclenaghan,
harbhajan-singh,1,algo,1.0,harbhajan-singh,
patel,0,algo,1.0,parthiv-patel,
harbhajan-singh,1,algo,1.0,harbhajan-singh,
pollard,0,algo,1.0,kieron-pollard,
hh-pandya,1,algo,0.625,hardik-pandya,
bumrah,1,algo,1.0,jasprit-bumrah,
bumrah,1,algo,1.0,jasprit-bumrah,
pollard,0,algo,1.0,kieron-pollard,
malinga,1,algo,1.0,lasith-malinga,
rana,0,algo,1.0,nitish-rana,
bumrah,1,algo,1.0,jasprit-bumrah,
bumrah,0,algo,1.0,jasprit-bumrah,
hooda,1,algo,1.0,deepak-hooda,
kumar,0,algo,1.0,bhuvneshwar-kumar,
nehra,1,algo,1.0,ashish-nehra,
rashid-khan,1,algo,1.0,rashid-khan,
kumar,1,algo,1.0,bhuvneshwar-kumar,
kumar,1,algo,1.0,bhuvneshwar-kumar,
dhawan,0,algo,1.0,shikhar-dhawan,
kumar,1,algo,1.0,bhuvneshwar-kumar,
cutting,0,algo,1.0,ben-cutting,
chahar,1,algo,1.0,deepak-chahar,
dhoni,0,algo,1.0,ms-dhoni,
imran-tahir,1,algo,1.0,imran-tahir,
zampa,1,algo,1.0,adam-zampa,
agarwal,0,algo,1.0,mayank-agarwal,
khan,1,algo,1.0,zaheer-khan,
samson,0,algo,1.0,sanju-samson,
khan,1,algo,1.0,zaheer-khan,
morris,0,algo,1.0,chris-morris,
nadeem,1,algo,1.0,shahbaz-nadeem,
pant,0,algo,1.0,rishabh-pant,
morris,1,algo,1.0,chris-morris,
nadeem,0,algo,1.0,shahbaz-nadeem,
cummins,1,algo,1.0,pat-cummins,
pant,0,algo,1.0,rishabh-pant,
mishra,1,algo,1.0,amit-mishra,
nair,0,algo,1.0,karun-nair,
mishra,1,algo,1.0,amit-mishra,
morris,0,algo,1.0,chris-morris,
khan,1,algo,1.0,zaheer-khan,
pant,0,algo,1.0,rishabh-pant,
mishra,1,algo,1.0,amit-mishra,
samson,0,algo,1.0,sanju-samson,
cummins,1,algo,1.0,pat-cummins,
mishra,0,algo,1.0,amit-mishra,
patel,1,algo,1.0,axar-patel,
sandeep-sharma,1,algo,1.0,sandeep-sharma,
maxwell,0,algo,1.0,glenn-maxwell,
aaron,1,algo,1.0,varun-aaron,
aaron,1,algo,1.0,varun-aaron,
saha,0,algo,1.0,wriddhiman-saha,
mills,1,algo,1.0,tymal-mills,
chahal,1,algo,1.0,yuzvendra-chahal,
kh-pandya,1,list,1,,
mcclenaghan,0,algo,1.0,mitchell-mcclenaghan,
bumrah,1,algo,1.0,jasprit-bumrah,
kh-pandya,1,list,1,,
hh,0,list,1,hardik-pandya,
kh-pandya,1,list,1,,
hh,0,list,1,hardik-pandya,
malinga,1,algo,1.0,lasith-malinga,
pollard,0,algo,1.0,kieron-pollard,
malinga,1,algo,1.0,lasith-malinga,
pollard,0,algo,1.0,kieron-pollard,
mcclenaghan,1,algo,1.0,mitchell-mcclenaghan,
kuldeep-yadav,1,algo,1.0,kuldeep-yadav,
rajpoot,1,algo,1.0,ankit-rajpoot,
rajpoot,1,algo,1.0,ankit-rajpoot,
narine,0,algo,1.0,sunil-narine,
narine,1,algo,1.0,sunil-narine,
rajpoot,1,algo,1.0,ankit-rajpoot,
uthappa,0,algo,1.0,robin-uthappa,
woakes,1,algo,1.0,chris-woakes,
r-dhawan,0,no,0.39743589743589747,,robin-uthappa
kumar,1,algo,1.0,bhuvneshwar-kumar,
dhawan,0,algo,1.0,shikhar-dhawan,
rashid-khan,1,algo,1.0,rashid-khan,
rashid-khan,1,algo,1.0,rashid-khan,
rashid-khan,1,algo,1.0,rashid-khan,
nehra,1,algo,1.0,ashish-nehra,
ojha,0,algo,1.0,naman-ojha,
kumar,1,algo,1.0,bhuvneshwar-kumar,
v-shankar,0,no,0.35714285714285715,,shikhar-dhawan
rashid-khan,0,algo,1.0,rashid-khan,
kumar,1,algo,1.0,praveen-kumar,
mccullum,0,algo,1.0,brendon-mccullum,
morris,1,algo,1.0,chris-morris,
samson,0,algo,1.0,sanju-samson,
nadeem,1,algo,1.0,shahbaz-nadeem,
cummins,1,algo,1.0,pat-cummins,
khan,1,algo,1.0,zaheer-khan,
morris,0,algo,1.0,chris-morris,
khan,1,algo,1.0,zaheer-khan,
billings,0,algo,1.0,sam-billings,
nadeem,0,algo,1.0,shahbaz-nadeem,
khan,0,algo,1.0,zaheer-khan,
morris,1,algo,1.0,chris-morris,
morris,1,algo,1.0,chris-morris,
mills,1,algo,1.0,tymal-mills,
iqbal-abdulla,1,algo,1.0,iqbal-abdulla,
stanlake,0,algo,1.0,billy-stanlake,
stanlake,1,algo,1.0,billy-stanlake,
stanlake,1,algo,1.0,billy-stanlake,
binny,0,algo,1.0,stuart-binny,
negi,1,algo,1.0,pawan-negi,
iqbal-abdulla,1,algo,1.0,iqbal-abdulla,
chahal,1,algo,1.0,yuzvendra-chahal,
watson,1,algo,1.0,shane-watson,
negi,1,algo,1.0,pawan-negi,
negi,0,algo,1.0,pawan-negi,
natarajan,1,algo,1.0,t-natarajan,
stoinis,0,algo,1.0,marcus-stoinis,
sandeep-sharma,1,algo,1.0,sandeep-sharma,
stoinis,1,algo,1.0,marcus-stoinis,
vohra,0,algo,1.0,manan-vohra,
patel,1,algo,1.0,axar-patel,
patel,0,algo,1.0,axar-patel,
swapnil-singh,1,algo,1.0,swapnil-singh,
swapnil,0,algo,1.0,swapnil-singh,
sandeep-sharma,1,algo,1.0,sandeep-sharma,
maxwell,0,algo,1.0,glenn-maxwell,
chahar,1,algo,1.0,rahul-chahar,
stokes,0,algo,1.0,ben-stokes,
dinda,1,algo,1.0,ashok-dinda,
tiwary,0,algo,1.0,manoj-tiwary,
imran-tahir,1,algo,1.0,imran-tahir,
imran-tahir,1,algo,1.0,imran-tahir,
imran,0,algo,1.0,imran-tahir,
chawla,1,algo,1.0,piyush-chawla,
pathan,0,algo,1.0,yusuf-pathan,
kuldeep-yadav,1,algo,1.0,kuldeep-yadav,
kuldeep-yadav,1,algo,1.0,kuldeep-yadav,
yadav,0,no,1.0,,"suryakumar-yadav, kuldeep-yadav"
boult,1,algo,1.0,trent-boult,
yadav,0,no,1.0,,"suryakumar-yadav, kuldeep-yadav"
imran-tahir,1,algo,1.0,imran-tahir,
imran-tahir,1,algo,1.0,imran-tahir,
imran-tahir,1,algo,1.0,imran-tahir,
zampa,1,algo,1.0,adam-zampa,
bhatia,0,algo,1.0,rajat-bhatia,
bhatia,1,algo,1.0,rajat-bhatia,
bhatia,0,algo,1.0,rajat-bhatia,
bhatia,1,algo,1.0,rajat-bhatia,
dhoni,0,algo,1.0,ms-dhoni,
stokes,1,algo,1.0,ben-stokes,
agarwal,0,algo,1.0,mayank-agarwal,
dhoni,0,algo,1.0,ms-dhoni,
dinda,0,algo,1.0,ashok-dinda,
southee,1,algo,1.0,tim-southee,
rana,0,algo,1.0,nitish-rana,
mcclenaghan,1,algo,1.0,mitchell-mcclenaghan,
sharma,0,algo,1.0,rohit-sharma,
hh-pandya,1,algo,0.625,hardik-pandya,
southee,0,algo,1.0,tim-southee,
choudhary,1,algo,1.0,aniket-choudhary,
mandeep,0,algo,1.0,mandeep-singh,
binny,1,algo,1.0,stuart-binny,
sachin,0,algo,1.0,sachin-baby,
chahal,1,algo,1.0,yuzvendra-chahal,
sachin,0,algo,1.0,sachin-baby,
mills,1,algo,1.0,tymal-mills,
hooda,1,algo,1.0,deepak-hooda,
warner,0,algo,1.0,david-warner,
rashid-khan,1,algo,1.0,rashid-khan,
rashid-khan,1,algo,1.0,rashid-khan,
yuvraj,0,algo,1.0,yuvraj-singh,
cutting,0,algo,1.0,ben-cutting,
nehra,1,algo,1.0,ashish-nehra,
henriques,0,algo,1.0,moises-henriques,
bipul-sharma,1,algo,1.0,bipul-sharma,
henriques,0,algo,1.0,moises-henriques,
kumar,1,algo,1.0,bhuvneshwar-kumar,
yuvraj,0,algo,1.0,yuvraj-singh,
nehra,1,algo,1.0,ashish-nehra,
kumar,1,algo,1.0,bhuvneshwar-kumar,
warner,0,algo,1.0,david-warner,
